=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
Turn: 181 - Predicted value: 2.31 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 182 - Predicted value: 2.22 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 183 - Predicted value: 2.23 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 184 - Predicted value: 2.17 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 185 - Predicted value: 2.23 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 186 - Predicted value: 2.23 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 187 - Predicted value: 2.25 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 188 - Predicted value: 2.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 189 - Predicted value: 2.34 - Timing info: {Observation processing: 0.04 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 190 - Predicted value: 2.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 191 - Predicted value: 2.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 192 - Predicted value: 2.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 193 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 194 - Predicted value: 2.34 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
