=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
Turn: 181 - Predicted value: 0.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 182 - Predicted value: 0.92 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 183 - Predicted value: 0.93 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 184 - Predicted value: 0.99 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 185 - Predicted value: 1.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 186 - Predicted value: 0.93 - Timing info: {Observation processing: 0.02 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 187 - Predicted value: 0.98 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 188 - Predicted value: 1.03 - Timing info: {Observation processing: 0.02 - Model inference: 0.07 - Collision detection: 0.05} - Remaining overage time: 60.00
Turn: 189 - Predicted value: 0.99 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 190 - Predicted value: 0.96 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 191 - Predicted value: 0.98 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 192 - Predicted value: 0.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 193 - Predicted value: 0.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 194 - Predicted value: 0.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 195 - Predicted value: 0.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 196 - Predicted value: 0.82 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 197 - Predicted value: 0.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 198 - Predicted value: 0.97 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 199 - Predicted value: 1.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 200 - Predicted value: 0.73 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 201 - Predicted value: 0.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 202 - Predicted value: 1.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 203 - Predicted value: 1.04 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 204 - Predicted value: 1.06 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 205 - Predicted value: 1.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 206 - Predicted value: 1.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 207 - Predicted value: 1.14 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 208 - Predicted value: 1.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 209 - Predicted value: 1.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 210 - Predicted value: 1.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 211 - Predicted value: 1.17 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 212 - Predicted value: 1.17 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 213 - Predicted value: 1.16 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 214 - Predicted value: 1.25 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 215 - Predicted value: 1.22 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 216 - Predicted value: 1.25 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 217 - Predicted value: 1.23 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 218 - Predicted value: 1.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 219 - Predicted value: 1.31 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 220 - Predicted value: 1.27 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 221 - Predicted value: 1.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 222 - Predicted value: 1.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.04} - Remaining overage time: 60.00
Turn: 223 - Predicted value: 1.35 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 224 - Predicted value: 1.34 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 225 - Predicted value: 1.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 226 - Predicted value: 1.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 227 - Predicted value: 1.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 228 - Predicted value: 1.50 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 229 - Predicted value: 1.51 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 230 - Predicted value: 1.44 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 231 - Predicted value: 1.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 232 - Predicted value: 1.34 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 233 - Predicted value: 1.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 234 - Predicted value: 1.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 235 - Predicted value: 1.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 236 - Predicted value: 1.30 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 237 - Predicted value: 1.31 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 238 - Predicted value: 1.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 239 - Predicted value: 1.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 240 - Predicted value: 1.25 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 241 - Predicted value: 1.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 242 - Predicted value: 1.42 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 243 - Predicted value: 1.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 244 - Predicted value: 1.46 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 245 - Predicted value: 1.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 246 - Predicted value: 1.54 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 247 - Predicted value: 1.54 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 248 - Predicted value: 1.51 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 249 - Predicted value: 1.53 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 250 - Predicted value: 1.56 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 251 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 252 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 253 - Predicted value: 1.48 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 254 - Predicted value: 1.59 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 255 - Predicted value: 1.59 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 256 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.04} - Remaining overage time: 60.00
Turn: 257 - Predicted value: 1.58 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 258 - Predicted value: 1.66 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 259 - Predicted value: 1.68 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 260 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 261 - Predicted value: 1.65 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 262 - Predicted value: 1.66 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 263 - Predicted value: 1.68 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 264 - Predicted value: 1.73 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 265 - Predicted value: 1.71 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 266 - Predicted value: 1.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 267 - Predicted value: 1.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 268 - Predicted value: 1.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 269 - Predicted value: 1.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 270 - Predicted value: 1.66 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 271 - Predicted value: 1.63 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 272 - Predicted value: 1.65 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 273 - Predicted value: 1.62 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 274 - Predicted value: 1.52 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 275 - Predicted value: 1.54 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 276 - Predicted value: 1.61 - Timing info: {Observation processing: 0.02 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 277 - Predicted value: 1.53 - Timing info: {Observation processing: 0.02 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 278 - Predicted value: 1.56 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 279 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 280 - Predicted value: 1.46 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 281 - Predicted value: 1.52 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 282 - Predicted value: 1.63 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 283 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 284 - Predicted value: 1.69 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 285 - Predicted value: 1.59 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 286 - Predicted value: 1.75 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 287 - Predicted value: 1.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 288 - Predicted value: 1.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 289 - Predicted value: 1.78 - Timing info: {Observation processing: 0.02 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 290 - Predicted value: 1.88 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.04} - Remaining overage time: 60.00
Turn: 291 - Predicted value: 1.86 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 292 - Predicted value: 1.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 293 - Predicted value: 1.88 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 294 - Predicted value: 1.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 295 - Predicted value: 1.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 296 - Predicted value: 1.93 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 297 - Predicted value: 1.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 298 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 299 - Predicted value: 2.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 300 - Predicted value: 1.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 301 - Predicted value: 1.99 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 302 - Predicted value: 2.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 303 - Predicted value: 2.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 304 - Predicted value: 2.13 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 305 - Predicted value: 2.10 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 306 - Predicted value: 2.14 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 307 - Predicted value: 2.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 308 - Predicted value: 2.06 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 309 - Predicted value: 2.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 310 - Predicted value: 1.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 311 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 312 - Predicted value: 1.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 313 - Predicted value: 1.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 314 - Predicted value: 1.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 315 - Predicted value: 1.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 316 - Predicted value: 1.74 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 317 - Predicted value: 1.77 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 318 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 319 - Predicted value: 1.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 320 - Predicted value: 1.68 - Timing info: {Observation processing: 0.04 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 321 - Predicted value: 1.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 322 - Predicted value: 1.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 323 - Predicted value: 1.89 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 324 - Predicted value: 1.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 325 - Predicted value: 1.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 326 - Predicted value: 1.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 327 - Predicted value: 1.92 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 328 - Predicted value: 1.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 329 - Predicted value: 1.93 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 330 - Predicted value: 1.97 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 331 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 332 - Predicted value: 1.99 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 333 - Predicted value: 2.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 334 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 335 - Predicted value: 1.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 336 - Predicted value: 2.06 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 337 - Predicted value: 1.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 338 - Predicted value: 1.98 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 339 - Predicted value: 2.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 340 - Predicted value: 2.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 341 - Predicted value: 2.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 342 - Predicted value: 2.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 343 - Predicted value: 2.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 344 - Predicted value: 2.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 345 - Predicted value: 2.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 346 - Predicted value: 1.97 - Timing info: {Observation processing: 0.04 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 347 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 348 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 349 - Predicted value: 1.86 - Timing info: {Observation processing: 0.02 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 350 - Predicted value: 1.68 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 351 - Predicted value: 1.71 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 352 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 353 - Predicted value: 1.65 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 354 - Predicted value: 1.70 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 355 - Predicted value: 1.64 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 356 - Predicted value: 1.58 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 357 - Predicted value: 1.48 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 358 - Predicted value: 1.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 359 - Predicted value: 0.98 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
